,id,qid1,qid2,Clean_q1_lem,Clean_q2_lem,is_duplicate,q1_len,q2_len,q1_num_words,q2_num_words,word_common,word_total,word_share,cwc_min,cwc_max,csc_min,csc_max,ctc_min,ctc_max,last_word_eq,first_word_eq,abs_len_diff,mean_len,longest_substr_ratio,fuzz_ratio,fuzz_partial_ratio,token_sort_ratio,token_set_ratio
31805,31805,58612,58613,which option is better among nit jamshedpur metallurgical and material science engineering and iiit bhubaneswar cs it,is it legal to sell art or be an artist without having a proffessional degree,0,117,77,17,15,2,31,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,15.5,0.06329113924050633,29,32,37,36
24325,24325,45460,45461,how can i learn self hypnosis,how should i begin with self hypnosis,1,29,37,6,7,4,13,0.31,0.7499812504687383,0.7499812504687383,0.0,0.0,0.5999880002399952,0.49999166680555324,1,1,1,5.5,0.4838709677419355,70,67,64,79
96743,96743,161095,161096,what is fertility,what is fertilization,0,17,21,3,3,2,6,0.33,0.49997500124993743,0.49997500124993743,0.9999000099990001,0.9999000099990001,0.6666444451851604,0.6666444451851604,0,1,0,3.0,0.7894736842105263,84,89,84,84
260293,260293,376219,376220,what is the future of indian badminton,how do i get better in badminton,0,38,32,7,7,1,14,0.07,0.24999375015624611,0.1999960000799984,0.0,0.0,0.14285510206997043,0.14285510206997043,1,0,0,7.0,0.35294117647058826,54,59,46,46
192343,192343,291961,291962,why was hayden christensen so awful in the star wars trilogy,how did george lucas make star wars episode 4 into a great movie if he is inherently a bad director,0,60,99,11,20,2,30,0.07,0.28571020413994086,0.15384497042330444,0.0,0.0,0.181816528940646,0.09999950000249999,0,0,9,15.5,0.1935483870967742,29,33,33,39
305744,305744,429192,429193,how do i create a program to solve differential equations in c,how do i create a program to solve a system of differential equations in c,1,62,74,12,15,12,26,0.46,0.874989062636717,0.7777691358984901,0.9999750006249845,0.7999840003199936,0.9166590278414347,0.7333284444770368,0,1,3,13.5,0.5303030303030303,91,82,91,100
26386,26386,49116,49117,can you exceed the speed of light,can the speed of a shadow exceed the speed of light,0,33,51,7,11,6,15,0.4,0.9999750006249845,0.7999840003199936,0.6666444451851604,0.6666444451851604,0.8571306124198226,0.545449586821938,1,1,4,9.0,0.7714285714285715,74,85,71,94
332567,332567,459560,459561,can i prepare at home for cat,how can i start my preparation of cat at home online,0,29,52,7,11,5,18,0.28,0.3999920001599968,0.28571020413994086,0.49997500124993743,0.24999375015624611,0.4285653062099113,0.272724793410969,0,0,4,9.0,0.2903225806451613,54,53,59,74
219469,219469,96901,128676,how do i view my past instagram comments,how can i get more views on my instagram videos,0,40,47,8,10,4,18,0.22,0.49999166680555324,0.49999166680555324,0.49997500124993743,0.24999375015624611,0.499993750078124,0.39999600003999963,0,1,2,9.0,0.2619047619047619,62,61,67,67
38718,38718,56833,70283,what do i need to do to run a campaign to get recreational marijuana legalized in missouri,lotteries  british columbia  what legal steps do i need to take in order to run a charity sweepstakes  give away a vacation etc,0,90,127,17,26,8,36,0.22,0.39999600003999963,0.23529273357215547,0.9999750006249845,0.9999750006249845,0.47058546714431093,0.3478245746757623,0,0,6,20.0,0.15217391304347827,42,47,51,52
140456,140456,223197,223198,i am almost 25  just finished my masters  but i haven t got any job and huge savings  i am worried to be not well established at this age  is it normal,why is it illegal to eat beef in india since a few years  what has changed,0,151,74,36,17,4,47,0.09,0.0,0.0,0.28571020413994086,0.19999800001999982,0.12499921875488279,0.06896527943007093,0,0,13,22.5,0.06578947368421052,10,20,33,30
62480,62480,108890,108891,what is the hot boxup procedures of boiler,what is the best boiler for heating and hot water in europe for a flat,0,42,70,8,15,5,22,0.23,0.3999920001599968,0.249996875039062,0.6666444451851604,0.3333277778703688,0.499993750078124,0.2666648889007407,0,1,7,11.5,0.2727272727272727,39,51,46,69
348044,348044,132716,351367,what is it like flying from bangkok to manila and how are these touristic cities compared to kolkata,what is it like flying from bangkok to manila and how are these touristic cities compared to tokyo,0,100,98,18,18,16,34,0.47,0.8888790124554172,0.8888790124554172,0.999987500156248,0.999987500156248,0.8888839506447187,0.8888839506447187,0,1,0,18.0,0.93,96,96,93,97
312080,312080,436470,436471,should i major in electrical or in mechanical engineering,which is better  mechanical or electrical engineering,1,57,53,9,8,4,16,0.25,0.5999880002399952,0.49999166680555324,0.49997500124993743,0.49997500124993743,0.5714204082798817,0.4444395062277086,1,0,2,8.0,0.3090909090909091,60,64,73,82
283095,283095,403136,313652,what is it like to be a professional psychic,how do people start becoming professional psychics,0,44,50,9,7,1,16,0.06,0.24999375015624611,0.1666638889351844,0.0,0.0,0.14285510206997043,0.124998437519531,0,0,1,7.5,0.4666666666666667,62,66,69,69
228191,228191,337202,337203,how will your chances of admission fair if you get lors from not so reputed professors from your college for ms in europe,i got 323 in gre q 167 v156 what are the chances  i have cgpa of 8 95 in cs from premiere college  is this score good to get admission in top unvsty,0,121,148,23,35,7,52,0.13,0.181816528940646,0.09999950000249999,0.33332962967078145,0.2999970000299997,0.21739035917235142,0.15624951172027585,0,0,9,27.5,0.08943089430894309,24,38,45,53
378812,378812,510253,510254,i am pursuing a life goal that is going to take almost 10 years to achieve  did you achieve an ambitious goal  what was it like,olevels result really matter for university acceptances in business school,0,127,74,28,10,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,17.5,0.039473684210526314,20,27,17,16
205636,205636,308853,308854,why is bb cream good for the skin,is bb cream good for our skin,0,33,29,8,7,6,15,0.4,0.7999840003199936,0.7999840003199936,0.49997500124993743,0.3333222225925802,0.7142755103498521,0.6249921875976551,1,0,1,7.5,0.6451612903225806,84,87,81,93
239763,239763,351423,351424,what is it like to have a threesome with two men and a woman,what does it feel like to be the only woman in a threesome,0,60,58,14,13,7,26,0.27,0.1999960000799984,0.1666638889351844,0.49999166680555324,0.37499531255859303,0.3076899408466089,0.3076899408466089,0,0,0,13.0,0.2,55,51,65,73
5404,5404,10635,10636,how can i make a girl fall truly in love with me,what makes a girl to fall in love with a boy,1,48,44,12,11,6,22,0.27,0.49999166680555324,0.37499531255859303,0.7499812504687383,0.7499812504687383,0.545449586821938,0.49999583336805525,0,0,1,11.5,0.30434782608695654,72,74,72,73
249165,249165,320978,362729,what is cytosol in a cell,what is cytosol,0,25,15,6,3,3,9,0.33,0.49997500124993743,0.3333222225925802,0.9999000099990001,0.3333222225925802,0.6666444451851604,0.3333277778703688,0,1,3,4.5,0.8823529411764706,75,94,75,100
224623,224623,33276,242519,what is the best platform media source to learn digital marketing,what is digital marketing  what is good way learning for digital marketing  any good website,1,65,92,11,17,4,22,0.18,0.49999166680555324,0.33332962967078145,0.49997500124993743,0.3333222225925802,0.4444395062277086,0.2666648889007407,0,1,6,12.0,0.2835820895522388,32,48,52,60
315547,315547,129312,82664,how do i control your thoughts,what is the best way to control your thoughts,1,30,45,6,9,3,15,0.2,0.49998750031249223,0.3999920001599968,0.49997500124993743,0.24999375015624611,0.49999166680555324,0.33332962967078145,1,0,3,7.5,0.71875,67,86,64,82
62622,62622,109110,109111,help  i can not login in to my linux laptop  even if the password is correct  it shows the login screen again and again,how do you open facebook without a password,0,119,43,27,8,1,30,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,15.5,0.2,29,52,28,34
335817,335817,463101,463102,where can i hire a digital artist online,where can i hire a logo designer online,0,40,39,8,8,6,16,0.38,0.6666555557407376,0.6666555557407376,0.9999500024998749,0.9999500024998749,0.7499906251171861,0.7499906251171861,1,1,0,8.0,0.4634146341463415,76,75,73,78
359456,359456,3749,24472,why world war iii are inevitable,is there a war coming,1,32,21,6,5,1,11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5.5,0.13043478260869565,34,40,38,26
69015,69015,119153,119154,how do i stop having a feeling of contemptuous superiority towards everyone,how can i remove my feeling of being superior,0,75,45,12,9,4,21,0.19,0.5999880002399952,0.37499531255859303,0.24999375015624611,0.24999375015624611,0.4444395062277086,0.3333305555787035,0,1,3,10.5,0.2553191489361702,52,59,52,53
125972,125972,203128,203129,for those who work in the customer service industry what was the best and worst customer you have had,first gift after marriage,0,101,25,19,4,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,11.0,0.14814814814814814,18,38,18,20
353012,353012,126259,19179,donald trump or hillary clinton,donald trump or hillary clinton  why,1,31,36,5,7,5,12,0.42,0.9999750006249845,0.7999840003199936,0.9999000099990001,0.9999000099990001,0.999980000399992,0.8333194446759221,0,1,1,5.5,0.9696969696969697,93,100,94,100
269574,269574,387298,387299,where is magnetic levitation used,how is magnetic levitation used,1,33,31,5,5,4,10,0.4,0.24999375015624611,0.24999375015624611,0.9999000099990001,0.9999000099990001,0.3999920001599968,0.3999920001599968,1,0,0,5.0,0.45454545454545453,91,84,84,93
68232,68232,117950,117951,trinet or algentis  who is the best outsourced hr provider,what is the best combination with hr,0,58,36,11,7,4,18,0.22,0.24999375015624611,0.14285510206997043,0.6666444451851604,0.6666444451851604,0.4285653062099113,0.2999970000299997,0,0,3,8.5,0.34210526315789475,45,51,41,56
192776,192776,205999,252675,what is the funniest question ever asked to you in quora,what are some of the worst questions asked on quora,1,56,51,11,10,4,21,0.19,0.5999880002399952,0.49999166680555324,0.1999960000799984,0.1999960000799984,0.39999600003999963,0.363633057881292,1,1,1,10.5,0.20754716981132076,69,63,64,67
201231,201231,17688,161876,what are the funniest and most creative ways to propose for marriage,what are some of the best and unique ways to propose marriage,1,68,61,12,12,8,24,0.33,0.6666555557407376,0.6666555557407376,0.6666555557407376,0.6666555557407376,0.666661111157407,0.666661111157407,1,1,0,12.0,0.2857142857142857,74,68,73,80
203692,203692,306379,306380,is it advisable to use bootstrap 4 0 alpha for production,for a website already using bootstrap 3  would it be worth porting to bootstrap 4 or will the effort outweigh the benefits,0,57,122,11,23,5,32,0.16,0.14285510206997043,0.07692248521165222,0.6666444451851604,0.28571020413994086,0.2999970000299997,0.13636301653174304,0,0,12,16.0,0.2033898305084746,40,53,43,54
26774,26774,49782,49783,what is the inhand salary of the aso in css after the seventh pay commission,what is the salary of an assistant in css after 7th pay commission,1,76,66,15,13,10,26,0.38,0.7142755103498521,0.6249921875976551,0.999980000399992,0.8333194446759221,0.7692248521165221,0.6666622222518517,1,1,2,14.0,0.2647058823529412,79,69,73,85
14098,14098,27022,27023,are real estate prices going down in 2014,will the real estate price go down in pune,0,41,42,8,9,4,17,0.24,0.3333277778703688,0.3333277778703688,0.9999500024998749,0.6666444451851604,0.499993750078124,0.4444395062277086,0,0,1,8.5,0.4418604651162791,75,80,67,67
335898,335898,463179,463180,what are the total fees of an mba from iim,can i do a second mba from the iims,0,42,35,10,9,3,19,0.16,0.1999960000799984,0.1999960000799984,0.49998750031249223,0.3999920001599968,0.33332962967078145,0.2999970000299997,0,0,1,9.5,0.2702702702702703,49,60,57,60
321410,321410,36082,447111,where can i find fatmagul with english subtitle,from where can i find  pod prikritie  english subtitles,0,47,55,8,11,5,18,0.28,0.49999166680555324,0.4285653062099113,0.49997500124993743,0.49997500124993743,0.499993750078124,0.4444395062277086,0,0,1,8.5,0.3469387755102041,73,73,66,72
125825,125825,202921,202922,what will happen if the u  s  president dies before the end of his or her term,are there any u s  presidents who were more popular in their second term than first,0,78,83,19,17,4,34,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,16.0,0.15,50,49,48,44
395181,395181,101305,528136,what is the problem of online broker,what problems do you face with online brokers,0,36,45,7,8,2,15,0.13,0.49998750031249223,0.3999920001599968,0.0,0.0,0.28571020413994086,0.249996875039062,0,1,1,7.5,0.3684210526315789,72,59,74,81
13374,13374,25694,21797,can gyming help to increase height in girls after 20  is it safe,is it possible to increase height or get taller after 20,0,64,56,14,11,7,25,0.28,0.4285653062099113,0.33332962967078145,0.7499812504687383,0.7499812504687383,0.545449586821938,0.4615349112699133,0,0,2,12.0,0.25862068965517243,60,63,64,74
194571,194571,145613,294827,i want to stop playing clash of clans  what can i do,how many hours do you spend playing clash of clans,0,52,50,13,10,5,22,0.23,0.14285510206997043,0.124998437519531,0.3333222225925802,0.3333222225925802,0.19999800001999982,0.16666527778935175,0,0,2,11.0,0.17307692307692307,61,59,59,68
192854,192854,292596,292597,is it possible to track paper money,why do people write numbers on paper money,0,35,42,7,8,2,15,0.13,0.3999920001599968,0.3333277778703688,0.0,0.0,0.28571020413994086,0.249996875039062,1,0,1,7.5,0.35135135135135137,55,56,49,55
203222,203222,250301,164431,what information do police officers look up when they pull you over,what are the things a police officer is paying attention to when he pulls you over,0,67,82,12,16,5,28,0.18,0.4285653062099113,0.37499531255859303,0.3999920001599968,0.249996875039062,0.4166631944733794,0.31249804688720695,1,1,4,14.0,0.21739130434782608,66,66,68,68
365434,365434,495545,495546,in present day israel palestine  what percentage of the indigenous jewish population eventually converted to islam,are palestinians descendants of formerly jewish israelite populations who converted to islam and christianity,0,114,109,17,14,5,31,0.16,0.11110987655692715,0.090908264470323,0.49998750031249223,0.49998750031249223,0.23076745563495665,0.1999986666755555,0,0,2,14.0,0.17117117117117117,53,58,61,60
106245,106245,175055,175056,my sister avoids sleeping at night because of nightmares  and i mean no sleep at all  should i take her to the doctor,why do we have practical records in engineering college,0,117,55,25,9,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,16.0,0.07017543859649122,24,32,24,24
114856,114856,187397,187398,is there a limit to the number of people you can add to your circles on google,does google  has a limit to follow people in a day,0,78,50,17,12,5,27,0.19,0.3333277778703688,0.28571020413994086,0.49998750031249223,0.2222197531138543,0.363633057881292,0.23529273357215547,0,0,6,14.0,0.23076923076923078,45,55,50,68
145980,145980,230695,230696,are induction converter plates not recommended for use on the gaggenau rangeless stove top,why is my stove top burner not working,0,90,38,14,8,3,22,0.14,0.1999960000799984,0.09999900000999991,0.3333222225925802,0.24999375015624611,0.249996875039062,0.14285612245626816,0,0,6,11.0,0.25,23,41,33,51
